perf_sec	score_beat
0.500000	0.000000
1.120000	1.500000
1.260000	2.000000
1.637000	3.000000
2.258000	5.000000
2.746000	6.000000
3.275000	7.500000
3.385000	8.000000
3.855000	9.000000
4.688000	11.000000
4.917000	12.000000
5.543000	14.000000
5.904000	15.000000
6.682000	17.000000
6.966000	18.000000
7.744000	20.000000
7.929000	20.500000
8.180000	21.000000
8.836000	23.000000
9.283000	24.000000
9.887000	25.500000
10.002000	26.000000
10.409000	27.000000
11.035000	29.000000
11.459000	30.000000
12.028000	31.500000
12.156000	32.000000
12.493000	33.000000
13.213000	35.000000
13.636000	36.000000
14.275000	38.000000
14.651000	39.000000
15.407000	41.000000
15.784000	42.000000
16.492000	44.000000
16.812000	45.000000
17.961000	48.000000
18.600000	49.500000
18.785000	50.000000
19.151000	51.000000
19.888000	53.000000
20.213000	54.000000
20.825000	55.500000
21.032000	56.000000
21.345000	57.000000
22.014000	58.000000
22.077000	59.000000
22.396000	60.000000
22.762000	61.000000
23.081000	62.000000
23.400000	63.000000
23.818000	64.000000
24.184000	65.000000
24.474000	66.000000
25.252000	68.000000
25.618000	69.000000
26.373000	71.000000
26.767000	72.000000
27.389000	73.500000
27.539000	74.000000
27.946000	75.000000
28.781000	77.000000
28.979000	78.000000
29.496000	79.500000
29.623000	80.000000
30.024000	81.000000
30.883000	83.000000
31.086000	84.000000
31.730000	86.000000
32.102000	87.000000
32.868000	89.000000
33.228000	90.000000
33.849000	92.000000
34.279000	93.000000
35.379000	95.000000
35.396000	96.000000
36.142000	98.000000
36.549000	99.000000
37.372000	101.000000
37.814000	102.000000
38.377000	103.500000
38.540000	104.000000
39.184000	105.000000
