perf_sec	score_beat
0.500000	0.000000
0.907000	0.500000
1.464000	1.000000
1.679000	1.500000
2.169000	2.000000
2.927000	2.500000
3.418500	2.750000
3.443000	3.000000
3.966000	3.500000
4.361000	4.000000
4.709000	4.500000
5.205500	5.000000
5.974000	5.500000
6.416000	6.000000
6.834000	6.500000
7.135000	7.000000
7.861000	7.500000
8.122000	8.000000
8.784000	8.500000
9.115000	8.750000
9.289000	9.000000
10.215000	10.000000
10.700000	10.500000
11.170000	11.000000
11.597000	11.500000
12.134000	12.000000
13.010000	13.000000
13.219000	13.500000
13.720000	14.000000
14.450000	14.500000
14.928500	14.750000
14.937000	15.000000
15.425000	15.500000
16.023000	16.000000
16.452000	16.500000
16.853000	17.000000
17.068000	17.500000
17.573000	17.750000
17.782000	18.000000
18.240000	18.500000
18.461000	19.000000
19.657000	20.000000
20.008000	20.500000
20.557000	21.000000
21.439000	22.000000
21.996000	22.500000
22.472000	23.000000
22.939500	23.500000
23.391333	24.000000
23.802000	24.500000
24.341000	25.000000
24.800000	25.500000
25.241000	26.000000
26.025333	26.500000
26.167000	26.750000
26.170000	27.000000
27.087000	28.000000
27.441000	28.500000
27.952000	29.000000
28.463000	29.500000
28.858000	30.000000
29.345000	30.500000
29.560000	31.000000
30.078667	31.500000
30.474500	32.000000
31.249000	32.500000
31.714000	33.000000
32.013000	33.500000
32.483000	34.000000
32.907333	34.500000
33.293000	35.000000
34.198000	35.500000
34.531000	36.000000
35.174000	36.500000
35.603000	37.000000
36.073000	37.500000
36.321000	38.000000
37.170000	38.750000
37.356000	39.000000
38.146000	40.000000
38.530500	40.500000
39.225000	41.000000
39.771000	41.500000
40.225333	42.000000
40.662000	42.500000
41.089000	43.000000
41.504000	43.500000
42.009000	44.000000
42.354000	44.500000
42.854000	45.000000
43.312000	45.500000
43.806000	46.000000
44.229000	46.500000
44.439500	47.000000
45.094000	47.500000
45.352000	48.000000
45.939000	48.500000
46.136000	48.750000
46.298500	49.000000
47.149000	50.000000
47.776000	50.500000
47.956000	50.750000
48.107000	51.000000
48.461333	51.500000
48.767667	52.000000
49.198000	52.500000
49.748000	53.000000
50.441000	53.500000
50.922000	54.000000
51.448000	54.500000
51.735000	54.750000
51.932000	55.000000
52.890000	56.000000
53.947000	57.000000
54.623000	58.000000
55.352000	58.500000
55.781000	59.000000
56.039500	59.500000
56.327000	60.000000
57.052000	60.500000
57.523000	61.000000
57.999000	61.500000
58.399000	62.000000
59.142000	62.750000
59.322500	63.000000
59.752000	63.500000
60.010000	64.000000
60.695000	64.500000
60.923000	65.000000
61.934000	65.750000
62.033000	66.000000
62.904000	67.000000
62.982500	68.000000
64.297000	68.500000
64.692000	69.000000
65.179000	69.500000
65.539000	70.000000
66.021000	70.500000
66.526000	71.000000
67.244000	71.500000
67.356500	71.750000
67.374000	72.000000
67.792000	72.500000
68.297000	73.000000
68.668000	73.500000
69.168000	74.000000
69.585000	74.500000
69.765000	74.750000
69.905000	75.000000
70.404000	75.500000
70.781000	76.000000
71.222000	76.500000
71.687000	77.000000
72.087000	77.500000
72.505000	78.000000
73.399000	79.000000
73.782000	79.500000
74.253000	80.000000
74.653000	80.500000
74.864667	81.000000
75.913000	82.000000
76.372000	82.500000
76.813000	83.000000
77.300000	83.500000
77.532000	83.750000
77.724000	84.000000
78.130000	84.500000
78.519000	85.000000
78.729500	85.500000
79.437000	86.000000
79.884000	86.500000
80.336000	87.000000
80.957000	87.750000
81.076000	88.000000
81.631000	88.500000
82.113000	89.000000
82.577000	89.500000
83.065000	90.000000
84.365000	90.500000
84.518000	91.000000
84.580000	91.500000
84.911000	92.000000
85.300000	92.500000
85.729000	93.000000
86.978000	94.000000
87.003000	94.500000
87.424000	95.000000
88.109000	95.750000
88.301000	96.000000
89.157000	97.000000
89.682000	97.500000
90.068000	98.000000
90.565000	98.500000
90.971000	99.000000
91.889500	99.500000
91.894000	100.000000
92.295000	100.500000
92.718000	101.000000
93.165000	101.500000
93.560000	102.000000
93.995000	102.500000
94.483000	103.000000
94.756000	103.500000
95.273000	104.000000
95.696000	104.500000
96.155000	105.000000
96.579000	105.500000
96.809500	106.000000
97.478000	106.500000
97.937000	107.000000
98.372000	107.500000
98.605000	107.750000
98.814000	108.000000
99.043000	108.500000
99.702000	109.000000
100.079000	109.500000
100.578000	110.000000
101.049000	110.500000
101.490000	111.000000
102.001000	111.500000
102.471000	112.000000
103.440000	113.000000
104.404000	114.000000
105.925000	115.000000
105.936000	115.500000
106.528000	116.000000
106.804000	116.500000
107.637000	117.000000
108.125000	117.500000
108.752000	118.000000
109.112000	118.500000
109.663000	119.000000
110.244000	119.500000
110.580000	119.750000
110.812667	120.000000
