perf_sec	score_beat
0.500000	1.500000
0.541000	2.000000
0.906000	2.500000
1.301000	3.000000
1.456000	3.250000
1.615000	3.500000
1.705000	3.750000
2.038000	4.000000
2.421000	4.500000
2.810000	5.000000
2.967000	5.250000
3.176000	5.500000
3.304000	5.750000
3.507000	6.000000
3.908000	6.500000
4.267000	7.000000
4.668000	7.500000
5.039000	8.000000
5.196000	8.250000
5.370000	8.500000
5.539000	8.750000
5.783000	9.000000
5.910000	9.250000
6.102000	9.500000
6.438000	9.750000
6.462000	10.000000
6.804000	10.500000
7.193000	11.000000
7.321000	11.250000
7.498000	11.500000
7.627000	11.750000
7.907000	12.000000
8.244000	12.500000
8.621000	13.000000
8.760000	13.250000
8.964000	13.500000
9.126000	13.750000
9.341000	14.000000
9.450000	14.250000
9.695000	14.500000
9.840000	14.750000
10.072000	15.000000
10.125000	15.250000
10.415000	15.500000
10.548000	15.750000
10.729000	16.000000
10.914000	16.250000
11.100000	16.500000
11.291000	16.750000
11.471000	17.000000
12.296000	17.500000
12.319000	18.000000
12.650000	18.500000
13.021000	19.000000
13.190000	19.250000
13.374000	19.500000
13.458000	19.750000
13.776000	20.000000
14.107000	20.500000
14.484000	21.000000
14.664000	21.250000
14.850000	21.500000
14.989000	21.750000
15.204000	22.000000
15.593000	22.500000
15.918000	23.000000
16.290000	23.500000
16.661000	24.000000
16.841000	24.250000
17.033000	24.500000
17.149000	24.750000
17.313000	25.000000
17.466000	25.250000
17.735000	25.500000
17.892000	25.750000
18.112000	26.000000
18.472000	26.500000
18.844000	27.000000
19.012000	27.250000
19.140000	27.500000
19.307000	27.750000
19.552000	28.000000
19.912000	28.500000
20.278000	29.000000
20.452000	29.250000
20.637000	29.500000
20.800000	29.750000
20.980000	30.000000
21.114000	30.250000
21.328000	30.500000
21.456000	30.750000
21.711000	31.000000
21.775000	31.250000
22.083000	31.500000
22.193000	31.750000
22.390000	32.000000
22.579000	32.250000
22.774000	32.500000
22.925000	32.750000
23.180000	33.000000
23.604000	33.500000
23.946000	34.000000
24.347000	34.500000
24.718000	35.000000
24.869000	35.250000
25.055000	35.500000
25.258000	35.750000
25.450000	36.000000
25.595000	36.250000
25.763000	36.500000
25.972000	36.750000
26.175000	37.000000
26.340000	37.250000
26.483000	37.500000
26.710000	37.750000
26.930000	38.000000
27.292500	38.250000
27.307000	38.500000
27.482000	38.750000
27.702000	39.000000
27.865000	39.250000
28.056000	39.500000
28.236000	39.750000
28.394000	40.000000
28.531000	40.250000
28.776000	40.500000
28.956000	40.750000
29.148000	41.000000
29.334000	41.250000
29.525000	41.500000
29.699000	41.750000
29.924000	42.000000
30.303000	42.500000
30.680000	43.000000
30.837000	43.250000
31.023000	43.500000
31.183000	43.750000
31.394000	44.000000
31.748000	44.500000
32.120000	45.000000
32.306000	45.250000
32.451000	45.500000
32.636000	45.750000
32.822000	46.000000
32.996000	46.250000
33.194000	46.500000
33.339000	46.750000
33.542000	47.000000
33.640000	47.250000
33.919000	47.500000
34.053000	47.750000
34.302000	48.000000
34.448000	48.250000
34.668000	48.500000
34.825000	48.750000
35.069000	49.000000
35.481000	49.500000
35.806000	50.000000
36.189000	50.500000
36.452333	51.000000
36.770000	51.250000
36.938000	51.500000
37.129000	51.750000
37.321000	52.000000
37.465000	52.250000
37.646000	52.500000
37.820000	52.750000
38.018000	53.000000
38.181000	53.250000
38.378000	53.500000
38.523000	53.750000
38.743000	54.000000
39.097500	54.250000
39.115000	54.500000
39.272000	54.750000
39.457000	55.000000
39.597000	55.250000
39.846000	55.500000
39.980000	55.750000
40.154000	56.000000
40.299000	56.250000
40.496000	56.500000
40.670000	56.750000
40.846000	57.000000
41.024000	57.250000
41.216000	57.500000
41.361000	57.750000
41.579000	58.000000
41.948000	58.500000
42.348000	59.000000
42.483000	59.250000
42.680000	59.500000
42.833000	59.750000
43.062000	60.000000
43.434000	60.500000
43.794000	61.000000
43.956000	61.250000
44.130000	61.500000
44.293000	61.750000
44.490000	62.000000
44.653000	62.250000
44.856000	62.500000
45.001000	62.750000
45.216000	63.000000
45.343000	63.250000
45.582000	63.500000
45.721000	63.750000
45.941000	64.000000
46.081000	64.250000
46.296000	64.500000
46.417000	64.750000
46.655000	65.000000
47.068000	65.500000
47.451000	66.000000
47.799000	66.500000
48.159000	67.000000
48.565000	67.500000
48.931000	68.000000
49.337000	68.500000
49.686000	69.000000
50.057000	69.500000
50.452000	70.000000
50.835000	70.500000
51.230000	71.000000
51.601000	71.500000
51.938000	72.000000
52.042500	72.250000
52.315000	72.500000
52.466000	72.750000
52.710000	73.000000
53.430000	74.000000
53.655000	74.148956
53.748000	74.292709
53.825000	74.437500
53.862500	74.500000
53.900000	74.578125
53.964000	74.718750
54.040000	74.855209
54.109000	74.992706
54.173000	75.000000
54.348000	75.129166
54.417000	75.261459
54.505000	75.394791
54.544000	75.500000
54.568000	75.523956
54.655000	75.652084
54.719000	75.777084
54.811000	75.902084
54.933000	76.000000
55.027000	76.027084
55.113000	76.152084
55.183000	76.277084
55.265000	76.402084
55.293000	76.500000
55.328000	76.527084
55.409000	76.652084
