perf_sec	score_beat
0.500000	0.000000
1.097000	1.000000
1.497000	2.000000
2.241000	3.000000
2.467000	3.500000
2.618000	3.750000
2.716500	4.000000
2.955000	4.250000
3.013000	4.500000
3.228000	4.750000
3.286000	5.000000
3.703000	6.000000
4.284000	6.500000
4.429000	6.750000
4.534000	7.000000
4.726000	7.250000
4.795000	7.500000
4.972000	8.000000
5.451000	9.000000
5.985000	9.500000
6.112000	9.750000
6.275000	10.000000
6.415000	10.250000
6.542000	10.500000
6.643333	11.000000
7.184500	12.000000
7.785000	12.500000
7.918500	12.750000
8.052000	13.000000
8.214000	13.250000
8.666000	13.500000
8.667000	14.000000
9.253000	15.000000
9.567000	15.500000
9.718000	15.750000
9.864000	16.000000
9.997000	16.250000
10.130000	16.500000
10.455000	17.000000
11.070000	18.000000
11.302500	18.250000
11.303000	18.500000
11.448000	18.750000
11.523500	19.000000
11.918000	19.500000
12.077500	20.000000
12.347000	20.250000
12.484000	20.500000
12.620000	20.750000
12.707000	21.000000
12.954000	21.500000
13.381000	22.000000
13.515000	22.250000
13.688000	22.500000
13.961000	22.750000
14.060000	23.000000
14.658000	23.500000
14.664000	24.000000
15.186000	25.000000
15.825000	26.000000
16.411000	27.000000
16.806000	27.500000
16.933000	27.750000
17.009000	28.000000
17.229000	28.250000
17.363000	28.500000
17.479000	28.750000
17.624000	29.000000
18.245000	30.000000
18.594000	30.500000
18.739000	30.750000
18.936000	31.000000
19.006000	31.250000
19.237000	31.500000
19.540000	32.000000
20.144000	33.000000
20.440000	33.500000
20.591000	33.750000
20.759000	34.000000
20.916000	34.250000
21.061000	34.500000
21.357000	35.000000
21.966000	36.000000
22.355000	36.500000
22.449500	36.750000
22.544000	37.000000
22.796000	37.250000
22.936000	37.500000
23.203000	38.000000
23.859000	39.000000
24.161000	39.500000
24.323000	39.750000
24.486000	40.000000
24.613000	40.250000
24.776000	40.500000
25.084000	41.000000
25.699000	42.000000
25.942000	42.250000
25.989000	42.500000
26.221000	42.750000
26.297000	43.000000
26.663000	43.500000
26.924000	44.000000
27.097000	44.250000
27.242000	44.500000
27.359000	44.750000
27.516000	45.000000
27.814500	45.500000
28.089667	46.000000
28.326000	46.250000
28.514000	46.500000
28.648000	46.750000
28.886000	47.000000
29.159000	47.500000
29.318500	48.000000
30.117000	49.000000
30.656000	50.000000
31.295000	51.000000
31.684000	51.500000
31.828000	51.750000
31.904000	52.000000
32.118000	52.250000
32.305000	52.500000
32.427000	52.750000
32.427000	53.000000
33.118000	54.000000
33.491000	54.500000
33.627000	54.750000
33.698000	55.000000
34.128000	55.500000
34.255000	55.750000
34.285000	56.000000
34.592000	56.250000
34.749000	56.500000
34.871000	56.750000
34.877000	57.000000
35.356000	57.500000
35.507000	57.750000
35.571667	58.000000
35.980000	58.500000
36.101000	58.750000
36.113000	59.000000
36.682000	59.500000
36.752000	59.750000
36.961000	60.000000
37.257000	60.500000
37.396000	60.750000
37.457333	61.000000
37.884000	61.500000
38.011000	61.750000
38.191000	62.000000
38.586000	62.500000
38.720000	62.750000
38.847000	63.000000
39.177000	63.500000
39.312000	63.750000
39.399000	64.000000
39.795000	64.500000
39.910000	64.750000
40.043000	65.000000
40.438000	65.500000
40.583000	65.750000
40.705000	66.000000
41.094000	66.500000
41.221000	66.750000
41.367000	67.000000
41.692000	67.500000
41.825000	67.750000
41.999000	68.000000
42.353000	68.500000
42.493000	68.750000
42.661000	69.000000
42.922000	69.500000
43.207000	70.000000
43.404000	70.250000
43.567000	70.500000
43.706000	70.750000
43.863000	71.000000
44.513000	72.000000
