perf_sec	score_beat
0.106250	-1.000000
0.518750	0.000000
0.875000	1.000000
1.024000	1.500000
1.183300	2.000000
1.343800	2.500000
1.503100	3.000000
1.855200	4.000000
2.015600	4.500000
2.154167	5.000000
2.335400	5.500000
2.452083	6.000000
2.593800	6.500000
2.770833	7.000000
2.943800	7.500000
3.102083	8.000000
3.231300	8.500000
3.391700	9.000000
3.711500	10.000000
3.871900	10.500000
4.031250	11.000000
4.224000	11.500000
4.372917	12.000000
4.671900	13.000000
4.863500	13.500000
5.024000	14.000000
5.151000	14.500000
5.311500	15.000000
5.638542	16.000000
5.791700	16.500000
5.956250	17.000000
6.111500	17.500000
6.271900	18.000000
6.431300	18.500000
6.559400	19.000000
6.719800	19.500000
6.847900	20.000000
7.007300	20.500000
7.167700	21.000000
7.487500	22.000000
7.647900	22.500000
7.807300	23.000000
7.967700	23.500000
8.122917	24.000000
8.443750	25.000000
8.602083	25.500000
8.730200	26.000000
8.884375	26.500000
9.035417	27.000000
9.347917	28.000000
9.502083	28.500000
9.642708	29.000000
9.788542	29.500000
9.945833	30.000000
10.100000	30.500000
10.263542	31.000000
10.421875	31.500000
10.576000	32.000000
10.729167	32.500000
10.881250	33.000000
11.200000	34.000000
11.356250	34.500000
11.486500	35.000000
11.643750	35.500000
11.689583	36.000000
12.122917	37.000000
12.267708	37.500000
12.442700	38.000000
12.559375	38.500000
12.563542	39.000000
13.024000	40.000000
13.184375	40.500000
13.324000	41.000000
13.464583	41.500000
13.488542	42.000000
13.764583	42.500000
13.919800	43.000000
14.084375	43.500000
14.227083	44.000000
14.364583	44.500000
14.360417	45.000000
14.813542	46.000000
14.976042	46.500000
15.103100	47.000000
15.255208	47.500000
15.391700	48.000000
15.763542	49.000000
16.063500	50.000000
16.413542	51.000000
16.714583	52.000000
17.009375	53.000000
17.342708	54.000000
17.660417	55.000000
17.967708	56.000000
18.281250	57.000000
18.589583	58.000000
18.847900	59.000000
19.200000	60.000000
19.514583	61.000000
19.775000	62.000000
20.095800	63.000000
20.418750	64.000000
20.752083	65.000000
21.039583	66.000000
21.320800	67.000000
21.622900	68.000000
21.947917	69.000000
22.247917	70.000000
22.511500	71.000000
22.847900	72.000000
23.184375	73.000000
23.487500	74.000000
23.839600	75.000000
24.167708	76.000000
24.460417	77.000000
24.764583	78.000000
25.079167	79.000000
25.395833	80.000000
25.695800	81.000000
26.014583	82.000000
26.320833	83.000000
26.651042	84.000000
26.963542	85.000000
27.263500	86.000000
27.551000	87.000000
27.868750	88.000000
28.159400	89.000000
28.479200	90.000000
28.767700	91.000000
29.087500	92.000000
29.406250	93.000000
29.717708	94.000000
30.015600	95.000000
30.347917	96.000000
30.655208	97.000000
30.796875	97.500000
30.938542	98.000000
31.072917	98.500000
31.234375	99.000000
31.514583	100.000000
31.681250	100.500000
31.810417	101.000000
31.939583	101.500000
32.052083	102.000000
32.113542	102.166700
32.180208	102.333300
32.264583	102.500000
32.406250	103.000000
32.517708	103.500000
32.664583	104.000000
32.809375	104.500000
32.956250	105.000000
33.272917	106.000000
33.414583	106.500000
33.554167	107.000000
33.684375	107.500000
33.842708	108.000000
34.143700	109.000000
34.303100	109.500000
34.460417	110.000000
34.591700	110.500000
34.722900	111.000000
35.039600	112.000000
35.200000	112.500000
35.342708	113.000000
35.487500	113.500000
35.639583	114.000000
35.935400	115.000000
36.095800	115.500000
36.224000	116.000000
36.351000	116.500000
36.511500	117.000000
36.831200	118.000000
36.991700	118.500000
37.119800	119.000000
37.250000	119.500000
37.407300	120.000000
37.755208	121.000000
37.888542	121.500000
38.025000	122.000000
38.160417	122.500000
38.317708	123.000000
38.597917	124.000000
38.751042	124.500000
38.880208	125.000000
39.006250	125.500000
39.105208	126.000000
39.154167	126.166700
39.217708	126.333300
39.295833	126.500000
39.439583	127.000000
39.581250	127.500000
39.727083	128.000000
39.855208	128.500000
40.009375	129.000000
40.302083	130.000000
