perf_sec	score_beat
0.964583	0.000000
1.529167	0.500000
2.603125	1.500000
3.150000	2.000000
3.722917	2.500000
4.159400	3.000000
4.800000	3.500000
5.247900	3.750000
5.657292	4.000000
6.235417	4.500000
6.751000	5.000000
7.120800	5.333300
7.227083	5.500000
7.517700	5.666700
7.729167	6.000000
8.295833	6.500000
9.207292	7.500000
9.727100	8.000000
10.243750	8.500000
10.452100	8.750000
10.771900	9.000000
11.264583	9.500000
11.721875	10.000000
12.232292	10.500000
13.279200	11.500000
13.716667	12.000000
14.402083	12.500000
14.655200	12.750000
14.889583	13.000000
15.435417	13.500000
15.633333	13.750000
15.967700	14.000000
16.487500	14.500000
17.439600	15.500000
18.004167	16.000000
18.539583	16.500000
18.783300	16.750000
19.071900	17.000000
19.593750	17.500000
19.775000	17.750000
20.127100	18.000000
20.635417	18.500000
21.151000	19.000000
21.637500	19.333300
21.956250	19.666700
22.111500	19.750000
22.467708	20.000000
23.021875	20.500000
23.519800	21.000000
23.871900	21.333300
24.006250	21.500000
24.159400	21.666700
24.481200	22.000000
25.089583	22.500000
25.983300	23.500000
26.495800	24.000000
27.004167	24.500000
27.295800	24.750000
27.583300	25.000000
28.001042	25.500000
28.518750	26.000000
28.991700	26.333300
29.111458	26.500000
29.279200	26.666700
29.535400	27.000000
29.919800	27.250000
30.143800	27.500000
30.431200	27.750000
30.706250	28.000000
31.193750	28.500000
31.679200	29.000000
32.168750	29.500000
32.447900	29.750000
32.613500	30.000000
33.247900	30.500000
33.791700	31.000000
34.879200	31.750000
35.263500	32.000000
35.860417	32.500000
36.821875	33.500000
37.383333	34.000000
38.687500	35.000000
39.455200	35.750000
39.772917	36.000000
40.370833	36.500000
40.831200	37.000000
41.215600	37.333300
41.276042	37.500000
41.503100	37.666700
41.485417	37.750000
41.731250	38.000000
42.368750	38.500000
42.814583	39.000000
43.126042	39.333300
43.221875	39.500000
43.429167	39.666700
43.689583	40.000000
44.245833	40.500000
44.543800	40.750000
44.831200	41.000000
45.231250	41.500000
45.643750	42.000000
46.197917	42.500000
46.404167	42.750000
46.702083	43.000000
47.145833	43.500000
47.639583	44.000000
48.170833	44.500000
48.415600	44.750000
48.671900	45.000000
49.096875	45.500000
49.343800	45.750000
49.592700	46.000000
50.096875	46.500000
50.285417	46.750000
50.547917	47.000000
51.007300	47.500000
51.227083	47.750000
51.231300	48.000000
52.064583	48.500000
52.191700	48.750000
52.500000	49.000000
52.966667	49.500000
53.247900	49.750000
53.436458	50.000000
53.982292	50.500000
54.196875	50.750000
54.463500	51.000000
54.964583	51.500000
55.272917	51.750000
55.551000	52.000000
56.158333	52.500000
56.607300	53.000000
56.927100	53.333300
57.215600	53.666700
57.311458	53.750000
57.618750	54.000000
58.391667	54.500000
58.843750	55.000000
59.175000	55.333300
59.293750	55.500000
59.497917	55.666700
59.835417	56.000000
60.529167	56.500000
60.767700	56.750000
61.087500	57.000000
61.606250	57.500000
62.085417	58.000000
62.624000	58.333300
62.696875	58.500000
63.007300	58.666700
63.455200	59.000000
63.775000	59.250000
64.063500	59.500000
64.543800	59.750000
64.964583	60.000000
65.663500	60.500000
66.189583	61.000000
66.689583	61.500000
67.043750	61.750000
67.389583	62.000000
67.960417	62.500000
68.571875	63.000000
69.310417	63.500000
69.919800	63.750000
70.552083	64.000000
71.478125	64.500000
72.637500	65.500000
73.667708	66.500000
