perf_sec	score_beat
1.438542	1.500000
1.743750	1.750000
2.043750	2.000000
2.602083	2.500000
2.916667	2.750000
3.195833	3.000000
3.742700	3.500000
4.070833	3.750000
4.320800	4.000000
4.993750	4.500000
5.512500	5.000000
6.072917	5.500000
6.338542	5.750000
6.616667	6.000000
7.136500	6.500000
7.481250	6.750000
7.711500	7.000000
8.254200	7.500000
8.560417	7.750000
8.814583	8.000000
9.472900	8.500000
9.727100	8.750000
10.015600	9.000000
10.556250	9.500000
10.816667	9.750000
11.134375	10.000000
11.647900	10.500000
11.967700	10.750000
12.254200	11.000000
12.843750	11.500000
13.112500	11.750000
13.468750	12.000000
14.008333	12.500000
14.534375	13.000000
15.081250	13.500000
15.352083	13.750000
15.641667	14.000000
16.154167	14.500000
16.427083	14.750000
16.702100	15.000000
17.215600	15.500000
17.485417	15.750000
17.695800	16.000000
18.330208	16.500000
18.686500	16.750000
18.934375	17.000000
19.595833	17.500000
19.877083	17.750000
20.166667	18.000000
20.753125	18.500000
21.266667	19.000000
21.829167	19.500000
22.406250	20.000000
23.059375	20.500000
23.343750	20.750000
23.623958	21.000000
24.190600	21.500000
24.542700	21.750000
24.800000	22.000000
25.322917	22.500000
25.608333	22.750000
25.889583	23.000000
26.495800	23.500000
26.815600	23.750000
27.048958	24.000000
27.647900	24.500000
28.063500	24.750000
28.352083	25.000000
28.903125	25.500000
29.216667	25.750000
29.583333	26.000000
30.204167	26.500000
30.714583	27.000000
31.263500	27.500000
31.838500	28.000000
32.413542	28.500000
32.672900	28.750000
32.990600	29.000000
33.578125	29.500000
33.862500	29.750000
34.197917	30.000000
34.735417	30.500000
34.815600	30.750000
35.377083	31.000000
35.936500	31.500000
36.254200	31.750000
36.542700	32.000000
37.164583	32.500000
37.536500	32.750000
37.835417	33.000000
38.393750	33.500000
38.673958	33.750000
39.014583	34.000000
39.610417	34.500000
40.172917	35.000000
40.739583	35.500000
41.279200	36.000000
41.935417	36.500000
42.448958	37.000000
43.047917	37.500000
43.584400	38.000000
44.214583	38.500000
44.835417	39.000000
45.375000	39.500000
45.768750	39.750000
46.047900	40.000000
46.727083	40.500000
47.029167	40.750000
47.359400	41.000000
47.807300	41.250000
48.259375	41.500000
49.337500	42.000000
50.222917	42.500000
50.855208	43.000000
51.431250	43.500000
51.718750	43.750000
52.103125	44.000000
52.702083	44.500000
53.281250	45.000000
53.884375	45.500000
54.212500	45.750000
54.495800	46.000000
55.195833	46.500000
55.784375	47.000000
56.368750	47.500000
56.631250	47.750000
56.935417	48.000000
57.478125	48.500000
57.753125	48.750000
58.087500	49.000000
58.527100	49.500000
58.910417	49.750000
59.200000	50.000000
59.738542	50.500000
60.272917	51.000000
60.828125	51.500000
61.113542	51.750000
61.402083	52.000000
61.980208	52.500000
62.489583	53.000000
63.007300	53.500000
63.284375	53.750000
63.486500	54.000000
64.070833	54.500000
64.563542	55.000000
65.145833	55.500000
65.464583	55.750000
65.747917	56.000000
66.358333	56.500000
66.906250	57.000000
67.232300	57.250000
67.550000	57.500000
67.994792	57.750000
68.607300	58.000000
69.498958	58.500000
70.102083	59.000000
70.752083	59.500000
71.084375	59.750000
71.366667	60.000000
71.873958	60.500000
72.154167	60.750000
72.445833	61.000000
72.948958	61.500000
73.213542	61.750000
73.472900	62.000000
74.056250	62.500000
74.568750	63.000000
75.154167	63.500000
75.422917	63.750000
75.660417	64.000000
76.159400	64.500000
76.413542	64.750000
76.638500	65.000000
77.150000	65.500000
77.403125	65.750000
77.669792	66.000000
78.216667	66.500000
78.720800	67.000000
79.202083	67.500000
79.435417	67.750000
79.714583	68.000000
80.159400	68.500000
80.718750	69.000000
81.214583	69.500000
81.483333	69.750000
81.727100	70.000000
82.314583	70.500000
82.552083	70.750000
82.855208	71.000000
83.410417	71.500000
83.906250	72.000000
84.414583	72.500000
84.909375	73.000000
85.215600	73.250000
85.472900	73.500000
85.759400	73.750000
86.128125	74.000000
86.714583	74.500000
86.928125	74.750000
87.202083	75.000000
87.731250	75.500000
87.964583	75.750000
88.255208	76.000000
88.768750	76.500000
89.220833	77.000000
89.510417	77.250000
89.695800	77.500000
90.004167	77.750000
90.281250	78.000000
90.833333	78.500000
91.039583	78.750000
91.285417	79.000000
91.781250	79.500000
92.018750	79.750000
92.300000	80.000000
92.819792	80.500000
93.275000	81.000000
93.864583	81.500000
94.137500	81.750000
94.336500	82.000000
95.072900	82.500000
95.359400	82.750000
95.673958	83.000000
96.233333	83.500000
96.760417	84.000000
97.344792	84.500000
97.973958	85.000000
98.554167	85.500000
98.897917	85.750000
99.167700	86.000000
99.838500	86.500000
100.190600	86.750000
100.511500	87.000000
101.243750	87.500000
101.766667	88.000000
102.372917	88.500000
102.722917	88.750000
103.060417	89.000000
103.791667	89.500000
104.166667	89.750000
104.633333	90.000000
105.481250	90.500000
105.854200	90.750000
106.272900	91.000000
106.784400	91.250000
107.295800	91.500000
108.672900	92.000000
