perf_sec	score_beat
0.415600	1.000000
2.015600	2.500000
2.687500	3.000000
3.391700	3.500000
3.615600	4.000000
3.871900	4.500000
4.158300	5.000000
4.766667	6.000000
4.991700	6.500000
5.247900	7.000000
5.439600	7.500000
5.663500	8.000000
6.143700	8.750000
6.335400	9.000000
6.897917	10.000000
7.359400	11.000000
7.845833	12.000000
8.354167	13.000000
8.879167	14.000000
9.024000	14.500000
9.279200	15.000000
9.739583	16.000000
10.175000	17.000000
10.608333	18.000000
11.000000	19.000000
11.504167	20.000000
11.711500	20.500000
11.967700	21.000000
12.437500	22.000000
12.904167	23.000000
13.439583	24.000000
13.895800	25.000000
14.815600	26.500000
15.263500	27.000000
15.775000	27.500000
16.000000	28.000000
16.224000	28.500000
16.447900	29.000000
16.964583	30.000000
17.215600	30.500000
17.407300	31.000000
17.600000	31.500000
17.855200	32.000000
18.271900	32.750000
18.457292	33.000000
18.925000	34.000000
19.391700	35.000000
19.835417	36.000000
20.287500	37.000000
20.764583	38.000000
20.959400	38.500000
21.215600	39.000000
21.658333	40.000000
22.047900	41.000000
22.525000	42.000000
22.928125	43.000000
23.379167	44.000000
23.551000	44.500000
23.747900	45.000000
24.225000	46.000000
24.607300	47.000000
25.052083	48.000000
25.399000	49.000000
25.883333	50.000000
26.079200	50.500000
26.335400	51.000000
26.771875	52.000000
27.167700	53.000000
27.620833	54.000000
28.047917	55.000000
28.516667	56.000000
28.767700	56.500000
29.069800	57.000000
29.587500	58.000000
30.143800	59.000000
30.958333	60.000000
31.391700	61.000000
33.087500	62.500000
33.887500	63.000000
34.495800	63.500000
34.751000	64.000000
35.007300	64.500000
35.266667	65.000000
35.779167	66.000000
36.000000	66.500000
36.255200	67.000000
36.433300	67.500000
36.614600	68.000000
37.119800	68.750000
37.246875	69.000000
37.696875	70.000000
38.143700	71.000000
38.651042	72.000000
39.039600	73.000000
39.616667	74.000000
39.830200	74.500000
40.063500	75.000000
40.511458	76.000000
40.975000	77.000000
41.410417	78.000000
41.852083	79.000000
42.316667	80.000000
42.527100	80.500000
42.814583	81.000000
43.275000	82.000000
43.789583	83.000000
44.345833	84.000000
44.875000	85.000000
45.983300	86.500000
46.400000	87.000000
47.007300	87.500000
47.263500	88.000000
47.455200	88.500000
47.776000	89.000000
48.351042	90.000000
48.735400	90.500000
48.961458	91.000000
49.215600	91.500000
49.407300	92.000000
49.824000	92.750000
50.047900	93.000000
50.586458	94.000000
51.040600	95.000000
51.691667	96.000000
52.511500	97.000000
53.389600	98.500000
53.759400	99.000000
54.386458	100.000000
54.906250	101.000000
55.470833	102.000000
56.212500	103.000000
56.758333	104.000000
57.247900	104.500000
57.695800	105.000000
58.486458	106.000000
59.252083	107.000000
60.377083	108.000000
