perf_sec	score_beat
0.499229	-2.000000
1.724082	0.000000
2.339410	1.000000
2.879274	2.000000
3.407528	3.000000
3.964807	4.000000
5.195465	6.000000
7.691610	7.000000
8.289524	8.000000
8.870023	9.000000
9.496961	10.000000
10.083265	11.000000
10.686984	12.000000
13.276009	15.000000
13.920363	16.000000
14.495057	17.000000
15.058141	18.000000
15.650249	19.000000
16.236553	20.000000
17.525261	22.000000
19.974966	23.000000
20.607710	24.000000
21.188209	25.000000
21.745488	26.000000
22.349206	27.000000
22.999365	28.000000
