perf_sec	score_beat
0.145125	-4.000000
0.801088	-2.000000
1.079728	-1.000000
1.439637	0.000000
1.991111	3.000000
2.385850	4.000000
2.641270	5.000000
3.024399	6.000000
3.761633	9.000000
4.057687	10.000000
4.359546	11.000000
4.702041	12.000000
5.236100	14.000000
5.555374	15.000000
6.089433	17.000000
6.414512	18.000000
7.337506	21.000000
7.592925	22.000000
7.842540	23.000000
8.132789	24.000000
8.695873	26.000000
8.997732	27.000000
9.543401	29.000000
9.914921	30.000000
10.623129	33.000000
10.994649	34.000000
11.313923	35.000000
11.615782	36.000000
12.173061	38.000000
12.474921	39.000000
13.078639	41.000000
13.397914	42.000000
