perf_sec	score_beat
0.336689	-1.000000
0.824308	0.000000
1.683447	2.000000
2.182676	3.000000
2.850249	4.500000
3.134694	5.000000
3.599093	6.000000
4.516281	8.000000
5.027120	9.000000
7.691610	11.000000
8.202449	12.000000
9.119637	14.000000
9.665306	15.000000
10.640544	17.000000
11.157188	18.000000
14.489252	23.000000
14.988481	24.000000
15.888254	26.000000
16.393288	27.000000
17.095692	28.500000
17.374331	29.000000
17.879365	30.000000
18.802358	32.000000
19.336417	33.000000
21.977687	35.000000
22.401451	36.000000
23.289615	38.000000
23.806259	39.000000
24.700227	41.000000
25.269116	42.000000
27.921995	47.000000
28.572154	48.000000
29.454512	50.000000
29.913107	51.000000
30.615510	52.500000
30.853515	53.000000
31.381769	54.000000
34.522268	59.000000
35.038912	60.000000
35.909660	62.000000
36.408889	63.000000
36.861678	64.000000
37.337687	65.000000
37.883356	66.000000
38.783129	68.000000
39.398458	69.000000
41.964263	71.000000
42.538957	72.000000
43.409705	74.000000
43.821859	75.000000
44.686803	77.000000
45.255692	78.000000
46.782404	81.000000
49.499138	83.000000
50.039002	84.000000
50.973605	86.000000
51.484444	87.000000
52.395828	89.000000
52.982132	90.000000
