perf_sec	score_beat
0.191565	0.000000
0.621134	1.000000
1.050703	2.000000
1.544127	3.000000
2.420680	5.000000
2.931519	6.000000
4.405986	9.000000
6.861497	11.000000
7.325896	12.000000
8.005079	13.500000
8.254694	14.000000
8.690068	15.000000
9.322812	16.500000
9.520181	17.000000
10.054240	18.000000
12.962540	21.000000
13.392109	22.000000
13.821678	23.000000
14.280272	24.000000
15.174240	26.000000
15.719909	27.000000
17.205986	30.000000
19.667302	32.000000
20.143311	33.000000
20.805079	34.500000
21.048889	35.000000
21.501678	36.000000
22.169252	37.500000
22.378231	38.000000
22.900680	39.000000
25.681270	42.000000
26.046984	43.000000
26.464943	44.000000
26.958367	45.000000
27.602721	46.500000
27.852336	47.000000
28.334150	48.000000
30.882540	51.000000
31.341134	52.000000
31.747483	53.000000
32.235102	54.000000
32.902676	55.500000
33.158095	56.000000
33.668934	57.000000
36.176689	59.000000
36.623673	60.000000
37.297052	61.500000
37.488617	62.000000
37.970431	63.000000
38.614785	64.500000
38.794739	65.000000
39.328798	66.000000
41.679819	68.000000
42.138413	69.000000
42.788571	70.500000
43.038186	71.000000
43.502585	72.000000
44.164354	73.500000
44.361723	74.000000
44.907392	75.000000
