perf_sec	score_beat
0.307664	-1.000000
1.027483	0.000000
1.828571	1.000000
2.681905	2.000000
3.500408	3.000000
4.336327	4.000000
5.143220	5.000000
6.025578	6.000000
6.954376	7.000000
7.685805	8.000000
8.527528	9.000000
9.351837	10.000000
10.240000	11.000000
11.029478	12.000000
11.807347	13.000000
12.649070	14.000000
15.859229	15.000000
16.712562	16.000000
17.531066	17.000000
18.355374	18.000000
19.139048	19.000000
19.980771	20.000000
20.752834	21.000000
21.635193	22.000000
22.540771	23.000000
23.278005	24.000000
24.102313	25.000000
24.903401	26.000000
25.756735	27.000000
26.586848	28.000000
27.370522	29.000000
28.247075	30.000000
30.859320	31.000000
31.677823	32.000000
32.461497	33.000000
33.239365	34.000000
33.999819	35.000000
34.812517	36.000000
37.256417	39.000000
37.993651	40.000000
38.806349	41.000000
39.607438	42.000000
40.391111	43.000000
41.209615	44.000000
43.641905	47.000000
44.326893	48.000000
45.046712	49.000000
45.911655	50.000000
46.672109	51.000000
47.508027	52.000000
48.332336	53.000000
49.226304	54.000000
50.201542	55.000000
50.892336	56.000000
51.629569	57.000000
52.430658	58.000000
53.237551	59.000000
54.172154	60.000000
54.543673	60.500000
54.984853	61.000000
56.058776	62.000000
