perf_sec	score_beat
0.320000	0.000000
1.860000	1.000000
2.700000	1.500000
3.700000	2.000000
5.140000	3.000000
5.940000	3.500000
6.980000	4.000000
8.440000	5.000000
9.320000	5.500000
10.440000	6.000000
12.400000	7.000000
14.480000	8.000000
15.980000	9.000000
16.840000	9.500000
17.950000	10.000000
19.380000	11.000000
20.220000	11.500000
21.080000	12.000000
21.960000	12.500000
22.820000	13.000000
23.720000	13.500000
24.760000	14.000000
26.500000	15.000000
28.400000	16.000000
29.150000	16.750000
30.660000	17.000000
32.800000	18.000000
35.540000	19.500000
36.640000	20.000000
37.970000	20.750000
38.700000	21.000000
39.380000	21.500000
40.360000	22.000000
42.060000	23.000000
42.940000	23.500000
43.940000	24.000000
45.290000	24.750000
45.560000	25.000000
46.700000	25.500000
47.340000	26.000000
47.840000	26.500000
49.000000	27.000000
49.680000	27.500000
50.680000	28.000000
51.730000	28.750000
52.380000	29.000000
53.149000	29.500000
54.220000	30.000000
55.840000	31.000000
56.760000	31.500000
57.600000	32.000000
58.400000	32.500000
59.500000	33.000000
60.970000	33.750000
61.680000	34.000000
63.320000	35.000000
64.200000	35.500000
65.040000	36.000000
66.400000	37.000000
67.200000	37.500000
68.120000	38.000000
69.420000	39.000000
70.220000	39.500000
71.000000	40.000000
71.880000	40.500000
72.720000	41.000000
73.560000	41.500000
74.520000	42.000000
76.160000	43.000000
77.120000	43.500000
78.160000	44.000000
79.390000	44.750000
79.760000	45.000000
80.620000	45.500000
81.800000	46.000000
83.200000	47.000000
84.020000	47.500000
85.020000	48.000000
85.770000	48.750000
86.480000	49.000000
87.340000	49.500000
88.180000	50.000000
89.000000	50.500000
89.680000	51.000000
90.470000	51.500000
91.480000	52.000000
92.630000	52.750000
93.240000	53.000000
93.980000	53.500000
94.550000	53.750000
94.920000	54.000000
96.880000	55.000000
97.840000	55.500000
98.720000	56.000000
99.560000	56.500000
100.710000	57.000000
102.170000	57.750000
103.000000	58.000000
105.040000	59.000000
105.880000	59.500000
106.880000	60.000000
108.380000	61.000000
109.240000	61.500000
110.180000	62.000000
111.600000	63.000000
112.380000	63.500000
113.140000	64.000000
114.000000	64.500000
114.810000	65.000000
115.600000	65.500000
116.660000	66.000000
118.480000	67.000000
119.400000	67.500000
120.240000	68.000000
120.990000	68.750000
121.740000	69.000000
122.540000	69.500000
123.240000	70.000000
124.060000	70.500000
124.390000	70.750000
124.800000	71.000000
125.520000	71.500000
126.440000	72.000000
127.430000	72.750000
127.880000	73.000000
128.660000	73.500000
129.480000	74.000000
131.580000	75.500000
132.720000	76.000000
134.290000	76.750000
134.700000	77.000000
135.520000	77.500000
136.540000	78.000000
137.410000	78.500000
137.810000	78.750000
138.320000	79.000000
139.200000	79.500000
140.500000	80.000000
141.850000	80.750000
142.360000	81.000000
143.360000	81.500000
144.400000	82.000000
146.740000	83.500000
147.560000	84.000000
148.260000	84.500000
149.000000	85.000000
149.840000	85.500000
150.940000	86.000000
153.120000	87.000000
154.220000	87.500000
155.240000	88.000000
155.990000	88.750000
156.920000	89.000000
157.940000	89.500000
158.900000	90.000000
160.480000	91.000000
161.320000	91.500000
162.280000	92.000000
163.550000	92.750000
163.840000	93.000000
164.690000	93.500000
165.460000	94.000000
165.980000	94.500000
166.980000	95.000000
167.720000	95.500000
168.110000	95.750000
168.580000	96.000000
169.790000	96.750000
170.080000	97.000000
170.980000	97.500000
171.330000	97.750000
171.920000	98.000000
173.380000	99.000000
174.520000	99.500000
175.160000	100.000000
176.020000	100.500000
176.900000	101.000000
178.010000	101.750000
178.520000	102.000000
179.240000	102.500000
179.960000	103.000000
180.800000	103.500000
181.780000	104.000000
183.330000	104.750000
183.580000	105.000000
184.500000	105.500000
185.150000	105.750000
185.720000	106.000000
187.440000	107.000000
188.490000	107.500000
189.320000	108.000000
190.380000	108.500000
191.560000	109.000000
192.090000	109.500000
192.920000	110.000000
193.920000	111.000000
195.400000	111.500000
196.380000	112.000000
197.720000	113.000000
198.570000	113.500000
199.480000	114.000000
200.800000	115.000000
201.600000	115.500000
202.500000	116.000000
203.480000	116.500000
204.280000	117.000000
205.220000	117.500000
206.240000	118.000000
208.080000	119.000000
212.720000	120.000000
