perf_sec	score_beat
0.620000	0.000000
0.770000	0.250000
0.920000	0.500000
1.070000	0.750000
1.160000	1.000000
1.420000	1.500000
1.680000	2.000000
1.830000	2.250000
1.980000	2.500000
2.050000	2.750000
2.180000	3.000000
2.440000	3.500000
2.740000	4.000000
2.890000	4.250000
2.980000	4.500000
3.090000	4.750000
3.220000	5.000000
3.370000	5.250000
3.520000	5.500000
3.638000	5.750000
3.740000	6.000000
4.620000	7.500000
4.718800	7.664062
4.819400	7.832031
4.880000	8.000000
5.160000	8.500000
5.238800	8.664062
5.339400	8.832031
5.440000	9.000000
5.740000	9.500000
6.040000	10.000000
6.920000	11.500000
7.280000	12.000000
7.730000	12.750000
7.880000	13.000000
8.030000	13.250000
8.140000	13.500000
8.250000	13.750000
8.400000	14.000000
8.960000	15.000000
9.220000	15.500000
9.500000	16.000000
9.890000	16.750000
10.040000	17.000000
10.260000	17.500000
10.560000	18.000000
11.460000	19.500000
11.760000	20.000000
12.190000	20.750000
12.340000	21.000000
12.490000	21.250000
12.640000	21.500000
12.730000	21.750000
12.880000	22.000000
13.480000	23.000000
13.780000	23.500000
14.020000	24.000000
14.280000	24.500000
14.560000	25.000000
14.840000	25.500000
15.080000	26.000000
15.340000	26.500000
15.640000	27.000000
15.940000	27.500000
16.240000	28.000000
16.780000	29.000000
17.360000	30.000000
17.660000	30.500000
17.759000	30.664062
17.859000	30.832031
17.960000	31.000000
18.004000	31.164062
18.079000	31.332031
18.165000	31.500000
18.259000	31.664062
18.339000	31.832031
18.440000	32.000000
18.519000	32.164062
18.619000	32.332031
18.720000	32.500000
18.764000	32.664062
18.839000	32.832031
18.940000	33.000000
19.240000	33.500000
19.540000	34.000000
20.540000	35.500000
20.840000	36.000000
21.290000	36.750000
21.425000	37.000000
21.570000	37.250000
21.720000	37.500000
21.870000	37.750000
22.020000	38.000000
22.620000	39.000000
22.860000	39.500000
23.010000	39.750000
23.160000	40.000000
23.400000	40.500000
23.700000	41.000000
23.907000	41.500000
24.130000	41.750000
24.280000	42.000000
24.730000	42.750000
24.856000	43.000000
25.100000	43.500000
25.400000	44.000000
25.830000	44.750000
25.940000	45.000000
26.090000	45.250000
26.220000	45.500000
26.370000	45.750000
26.520000	46.000000
27.100000	47.000000
27.400000	47.500000
27.700000	48.000000
27.940000	48.500000
28.240000	49.000000
28.540000	49.500000
28.840000	50.000000
29.290000	50.750000
29.425000	51.000000
29.620000	51.500000
29.920000	52.000000
30.350000	52.750000
30.480000	53.000000
30.630000	53.250000
30.760000	53.500000
30.870000	53.750000
31.020000	54.000000
31.540000	55.000000
31.840000	55.500000
32.140000	56.000000
32.400000	56.500000
32.700000	57.000000
32.940000	57.500000
33.240000	58.000000
33.520000	58.500000
33.670000	58.750000
33.800000	59.000000
34.020000	59.500000
34.320000	60.000000
34.470000	60.250000
34.620000	60.500000
34.770000	60.750000
34.920000	61.000000
35.070000	61.250000
35.220000	61.500000
35.370000	61.750000
35.520000	62.000000
35.900000	63.000000
36.200000	63.500000
36.500000	64.000000
36.650000	64.250000
36.800000	64.500000
36.950000	64.750000
37.100000	65.000000
37.230000	65.250000
37.380000	65.500000
37.510000	65.750000
37.660000	66.000000
38.040000	67.000000
38.320000	67.500000
38.620000	68.000000
38.820000	68.500000
39.120000	69.000000
39.400000	69.500000
39.640000	70.000000
39.920000	70.500000
40.019000	70.664062
40.119000	70.832031
40.180000	71.000000
40.259000	71.164062
40.359000	71.332031
40.400000	71.500000
40.499000	71.664062
40.599000	71.832031
40.700000	72.000000
40.793000	72.164062
40.859000	72.332031
40.900000	72.500000
40.999000	72.664062
41.099000	72.832031
41.200000	73.000000
41.500000	73.500000
41.800000	74.000000
