perf_sec	score_beat
0.680000	0.000000
1.040000	0.500000
1.190000	0.750000
1.320000	1.000000
1.620000	1.500000
1.920000	2.000000
2.200000	2.500000
2.330000	2.750000
2.420000	3.000000
2.720000	3.500000
3.000000	4.000000
3.280000	4.500000
3.370000	4.750000
3.520000	5.000000
3.780000	5.500000
4.080000	6.000000
4.680000	7.000000
5.280000	8.000000
5.580000	8.500000
5.730000	8.750000
5.880000	9.000000
6.180000	9.500000
6.330000	9.750000
6.480000	10.000000
6.780000	10.500000
7.080000	11.000000
7.380000	11.500000
7.740000	12.000000
8.700000	14.000000
9.110000	14.750000
9.260000	15.000000
9.410000	15.250000
9.560000	15.500000
9.710000	15.750000
9.860000	16.000000
10.420000	17.000000
10.960000	18.000000
11.110000	18.250000
11.260000	18.500000
11.410000	18.750000
11.540000	19.000000
11.650000	19.250000
11.800000	19.500000
11.950000	19.750000
12.080000	20.000000
12.710000	21.000000
13.377000	22.000000
13.640000	22.500000
13.790000	22.750000
13.940000	23.000000
14.240000	23.500000
14.390000	23.750000
14.500000	24.000000
14.800000	24.500000
15.100000	25.000000
15.400000	25.500000
15.740000	26.000000
16.800000	28.000000
17.210000	28.750000
17.360000	29.000000
17.510000	29.250000
17.652000	29.500000
17.750000	29.750000
17.900000	30.000000
18.480000	31.000000
19.040000	32.000000
19.280000	32.500000
19.430000	32.750000
19.580000	33.000000
19.730000	33.250000
19.873000	33.500000
19.930000	33.750000
20.080000	34.000000
20.700000	35.000000
21.420000	36.000000
21.740000	36.500000
21.890000	36.750000
22.000000	37.000000
22.300000	37.500000
22.580000	38.000000
22.880000	38.500000
23.030000	38.750000
23.140000	39.000000
23.440000	39.500000
23.740000	40.000000
24.000000	40.500000
24.110000	40.750000
24.260000	41.000000
24.500000	41.500000
24.800000	42.000000
25.420000	43.000000
26.060000	44.000000
26.288000	44.500000
26.430000	44.750000
26.580000	45.000000
26.855000	45.500000
26.990000	45.750000
27.140000	46.000000
27.440000	46.500000
27.740000	47.000000
28.040000	47.500000
28.420000	48.000000
29.380000	50.000000
29.830000	50.750000
29.940000	51.000000
30.090000	51.250000
30.225000	51.500000
30.370000	51.750000
30.520000	52.000000
31.060000	53.000000
31.660000	54.000000
31.810000	54.250000
31.920000	54.500000
32.070000	54.750000
32.220000	55.000000
32.290000	55.250000
32.420000	55.500000
32.570000	55.750000
32.720000	56.000000
33.320000	57.000000
33.920000	58.000000
34.220000	58.500000
34.370000	58.750000
34.520000	59.000000
34.740000	59.500000
34.890000	59.750000
35.000000	60.000000
35.300000	60.500000
35.560000	61.000000
35.820000	61.500000
36.160000	62.000000
37.260000	64.000000
37.670000	64.750000
37.820000	65.000000
37.970000	65.250000
38.040000	65.500000
38.190000	65.750000
38.340000	66.000000
38.920000	67.000000
39.460000	68.000000
39.693000	68.500000
39.810000	68.750000
39.960000	69.000000
40.110000	69.250000
40.260000	69.500000
40.350000	69.750000
40.500000	70.000000
41.080000	71.000000
41.640000	72.000000
42.010000	72.750000
42.160000	73.000000
42.460000	73.500000
42.590000	73.750000
42.740000	74.000000
43.040000	74.500000
43.260000	75.000000
43.800000	76.000000
43.950000	76.250000
44.078000	76.500000
44.170000	76.750000
44.280000	77.000000
44.430000	77.250000
44.540000	77.500000
44.690000	77.750000
44.840000	78.000000
45.400000	79.000000
45.960000	80.000000
46.350000	80.750000
46.500000	81.000000
46.715000	81.500000
46.850000	81.750000
47.000000	82.000000
47.540000	83.000000
48.120000	84.000000
48.570000	84.750000
48.720000	85.000000
48.840000	85.500000
48.990000	85.750000
49.140000	86.000000
49.360000	86.500000
49.660000	87.000000
50.200000	88.000000
50.530000	88.750000
50.680000	89.000000
50.830000	89.250000
50.980000	89.500000
51.110000	89.750000
51.260000	90.000000
51.800000	91.000000
52.340000	92.000000
52.580000	92.500000
52.690000	92.750000
52.840000	93.000000
52.990000	93.250000
53.120000	93.500000
53.210000	93.750000
53.360000	94.000000
53.940000	95.000000
54.540000	96.000000
54.990000	96.750000
55.140000	97.000000
55.300000	97.500000
55.430000	97.750000
55.565000	98.000000
55.820000	98.500000
56.080000	99.000000
56.612000	100.000000
57.010000	100.750000
57.120000	101.000000
57.270000	101.250000
57.420000	101.500000
57.570000	101.750000
57.700000	102.000000
58.220000	103.000000
58.800000	104.000000
59.150000	104.750000
59.280000	105.000000
59.540000	105.500000
59.670000	105.750000
59.820000	106.000000
60.340000	107.000000
60.900000	108.000000
61.350000	108.750000
61.500000	109.000000
61.620000	109.500000
61.770000	109.750000
61.920000	110.000000
62.180000	110.500000
62.440000	111.000000
62.960000	112.000000
63.220000	112.500000
63.330000	112.750000
63.453000	113.000000
63.570000	113.250000
63.720000	113.500000
63.870000	113.750000
64.020000	114.000000
64.560000	115.000000
65.060000	116.000000
65.340000	116.500000
65.430000	116.750000
65.580000	117.000000
65.730000	117.250000
65.820000	117.500000
65.970000	117.750000
66.120000	118.000000
66.720000	119.000000
67.360000	120.000000
67.660000	120.500000
67.790000	120.750000
67.900000	121.000000
68.200000	121.500000
68.460000	122.000000
68.760000	122.500000
68.890000	122.750000
69.040000	123.000000
69.240000	123.500000
69.520000	124.000000
69.800000	124.500000
69.910000	124.750000
70.060000	125.000000
70.340000	125.500000
70.640000	126.000000
71.360000	127.000000
